1326,2297,2024-10-16 18:07:40.1958259,1003,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,17,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""55c92734-d682-4d71-983e-d6ec3f16059f, \n1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n2: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n3: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n4: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]\n5: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n6: 3ae2cc14-ab2d-41f4-972f-5e20142771dc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n7: 4002e33a-524c-4100-8108-131a0d42c0ea, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n8: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n9: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n10: 653098ee-780d-4863-8cf2-d18399ce413b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n11: 71f411ae-7b4b-41bd-b68c-c519c499f950, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n12: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n13: 8a292df8-d653-4057-8133-a0701792f912, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n14: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n15: b0f8a518-2c58-4eb8-9319-084f0eb4ddc4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n16: cd918a57-a41b-4c82-8dce-1a538e221a83, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n17: da9621af-f086-4244-b563-18611e51aa1a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n18: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n19: ed799377-74b8-4989-a244-14d082e65972, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n20: 0427ae42-b454-442d-b69a-d938b6a3bcdc, 0, 0 [0xC004F055]\n21: 0b533b5e-08b6-44f9-b885-c2de291ba456, 0, 0 [0xC004F055]\n22: 0c2ce8ac-7989-4e40-b934-068d8d71dd72, 0, 0 [0xC004F055]\n23: 1043add5-23b1-4afb-9a0f-64343c8f3f8d, 0, 0 [0xC004F055]\n24: 14240489-7c2d-42ee-a167-4913ca4672da, 0, 0 [0xC004F055]\n25: 1d9c9529-17be-48f7-bba5-a16ed636cfcb, 0, 0 [0xC004F055]\n26: 2bd41139-19ec-49e9-8271-db6f9fe0052d, 0, 0 [0xC004F055]\n27: 4acda200-3f2b-4b73-9839-f3603f99e7cd, 0, 0 [0xC004F055]\n28: 4dac5a0c-5709-4595-a32c-14a56a4a6b31, 0, 0 [0xC004F055]\n29: 5f1b1317-625e-4b1c-8d22-4bd93e3ae14e, 0, 0 [0xC004F055]\n30: 75863c7d-946f-4ff2-a07c-5551dedd1e15, 0, 0 [0xC004F055]\n31: 7b76ee02-0a75-4f08-85d5-bd0feadad0c0, 0, 0 [0xC004F055]\n32: 83d49986-add3-41d7-ba33-87c7bfb5c0fb, 0, 0 [0xC004F055]\n33: 84b9b0fc-b69d-42a6-a21d-9e0ce4125f7e, 0, 0 [0xC004F055]\n34: 8fe12eb1-a7ab-4410-83fb-9f6dbcb4a574, 0, 0 [0xC004F055]\n35: 909aa75d-43ee-413c-9030-c62e43287cf8, 0, 0 [0xC004F055]\n36: a6da5617-cb89-4acb-beb5-ccdbb871c922, 0, 0 [0xC004F055]\n37: a9fa3c71-7f63-4ea0-94be-1de2eab0a4d1, 0, 0 [0xC004F055]\n38: b705d67e-527a-4f11-b904-7be441066a22, 0, 0 [0xC004F055]\n39: b8527af1-5389-447c-9a88-2d1691ea33d3, 0, 0 [0xC004F055]\n40: e5fbdd17-c03d-4bed-9567-c60dee82f47e, 0, 0 [0xC004F055]\n41: ed6568de-daeb-4b01-9c4a-5f89018125d8, 0, 0 [0xC004F055]\n42: f520e45e-7413-4a34-a497-d2765967d094, 0, 0 [0xC004F055]\n43: f69e2d51-3bbd-4ddf-8da7-a145e9dca597, 0, 0 [0xC004F055]\n\n"",""Binary"":""""}}"
1327,2298,2024-10-16 18:07:40.2546096,8198,Error,Microsoft-Windows-Security-SPP,Application,0,0,Server002,17,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""hr=0x8007139F, RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8;NotificationInterval=1440;Trigger=NetworkAvailable"",""Binary"":""""}}"
1328,2299,2024-10-16 18:07:40.3391701,1003,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,17,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""55c92734-d682-4d71-983e-d6ec3f16059f, \n1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n2: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n3: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n4: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]\n5: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n6: 3ae2cc14-ab2d-41f4-972f-5e20142771dc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n7: 4002e33a-524c-4100-8108-131a0d42c0ea, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n8: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n9: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n10: 653098ee-780d-4863-8cf2-d18399ce413b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n11: 71f411ae-7b4b-41bd-b68c-c519c499f950, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n12: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n13: 8a292df8-d653-4057-8133-a0701792f912, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n14: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n15: b0f8a518-2c58-4eb8-9319-084f0eb4ddc4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n16: cd918a57-a41b-4c82-8dce-1a538e221a83, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n17: da9621af-f086-4244-b563-18611e51aa1a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n18: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n19: ed799377-74b8-4989-a244-14d082e65972, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n20: 0427ae42-b454-442d-b69a-d938b6a3bcdc, 0, 0 [0xC004F055]\n21: 0b533b5e-08b6-44f9-b885-c2de291ba456, 0, 0 [0xC004F055]\n22: 0c2ce8ac-7989-4e40-b934-068d8d71dd72, 0, 0 [0xC004F055]\n23: 1043add5-23b1-4afb-9a0f-64343c8f3f8d, 0, 0 [0xC004F055]\n24: 14240489-7c2d-42ee-a167-4913ca4672da, 0, 0 [0xC004F055]\n25: 1d9c9529-17be-48f7-bba5-a16ed636cfcb, 0, 0 [0xC004F055]\n26: 2bd41139-19ec-49e9-8271-db6f9fe0052d, 0, 0 [0xC004F055]\n27: 4acda200-3f2b-4b73-9839-f3603f99e7cd, 0, 0 [0xC004F055]\n28: 4dac5a0c-5709-4595-a32c-14a56a4a6b31, 0, 0 [0xC004F055]\n29: 5f1b1317-625e-4b1c-8d22-4bd93e3ae14e, 0, 0 [0xC004F055]\n30: 75863c7d-946f-4ff2-a07c-5551dedd1e15, 0, 0 [0xC004F055]\n31: 7b76ee02-0a75-4f08-85d5-bd0feadad0c0, 0, 0 [0xC004F055]\n32: 83d49986-add3-41d7-ba33-87c7bfb5c0fb, 0, 0 [0xC004F055]\n33: 84b9b0fc-b69d-42a6-a21d-9e0ce4125f7e, 0, 0 [0xC004F055]\n34: 8fe12eb1-a7ab-4410-83fb-9f6dbcb4a574, 0, 0 [0xC004F055]\n35: 909aa75d-43ee-413c-9030-c62e43287cf8, 0, 0 [0xC004F055]\n36: a6da5617-cb89-4acb-beb5-ccdbb871c922, 0, 0 [0xC004F055]\n37: a9fa3c71-7f63-4ea0-94be-1de2eab0a4d1, 0, 0 [0xC004F055]\n38: b705d67e-527a-4f11-b904-7be441066a22, 0, 0 [0xC004F055]\n39: b8527af1-5389-447c-9a88-2d1691ea33d3, 0, 0 [0xC004F055]\n40: e5fbdd17-c03d-4bed-9567-c60dee82f47e, 0, 0 [0xC004F055]\n41: ed6568de-daeb-4b01-9c4a-5f89018125d8, 0, 0 [0xC004F055]\n42: f520e45e-7413-4a34-a497-d2765967d094, 0, 0 [0xC004F055]\n43: f69e2d51-3bbd-4ddf-8da7-a145e9dca597, 0, 0 [0xC004F055]\n\n"",""Binary"":""""}}"
1329,2300,2024-10-16 18:07:40.3823392,8198,Error,Microsoft-Windows-Security-SPP,Application,0,0,Server002,17,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""hr=0x8007139F, RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8;NotificationInterval=1440;Trigger=TimerEvent"",""Binary"":""""}}"
1330,2301,2024-10-16 18:08:10.1722429,16384,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,17,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""2024-10-17T18:07:10Z, RulesEngine"",""Binary"":""""}}"
1331,2302,2024-10-16 18:08:10.1886636,903,LogAlways,Microsoft-Windows-Security-SPP,Application,0,0,Server002,17,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
1332,2303,2024-10-16 18:08:32.4157586,6003,Info,Microsoft-Windows-Winlogon,Application,0,0,Server002,17,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""SessionEnv"",""Binary"":""D9-06-00-00""}}"
1333,2304,2024-10-16 18:08:33.3935637,6000,Info,Microsoft-Windows-Winlogon,Application,0,0,Server002,17,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""SessionEnv"",""Binary"":""D9-06-00-00""}}"
1334,2305,2024-10-16 18:08:46.6670685,16394,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,17,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
1335,2306,2024-10-16 18:09:07.4277442,1003,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""55c92734-d682-4d71-983e-d6ec3f16059f, \n1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n2: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n3: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n4: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]\n5: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n6: 3ae2cc14-ab2d-41f4-972f-5e20142771dc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n7: 4002e33a-524c-4100-8108-131a0d42c0ea, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n8: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n9: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n10: 653098ee-780d-4863-8cf2-d18399ce413b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n11: 71f411ae-7b4b-41bd-b68c-c519c499f950, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n12: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n13: 8a292df8-d653-4057-8133-a0701792f912, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n14: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n15: b0f8a518-2c58-4eb8-9319-084f0eb4ddc4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n16: cd918a57-a41b-4c82-8dce-1a538e221a83, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n17: da9621af-f086-4244-b563-18611e51aa1a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n18: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n19: ed799377-74b8-4989-a244-14d082e65972, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]\n20: 0427ae42-b454-442d-b69a-d938b6a3bcdc, 0, 0 [0xC004F055]\n21: 0b533b5e-08b6-44f9-b885-c2de291ba456, 0, 0 [0xC004F055]\n22: 0c2ce8ac-7989-4e40-b934-068d8d71dd72, 0, 0 [0xC004F055]\n23: 1043add5-23b1-4afb-9a0f-64343c8f3f8d, 0, 0 [0xC004F055]\n24: 14240489-7c2d-42ee-a167-4913ca4672da, 0, 0 [0xC004F055]\n25: 1d9c9529-17be-48f7-bba5-a16ed636cfcb, 0, 0 [0xC004F055]\n26: 2bd41139-19ec-49e9-8271-db6f9fe0052d, 0, 0 [0xC004F055]\n27: 4acda200-3f2b-4b73-9839-f3603f99e7cd, 0, 0 [0xC004F055]\n28: 4dac5a0c-5709-4595-a32c-14a56a4a6b31, 0, 0 [0xC004F055]\n29: 5f1b1317-625e-4b1c-8d22-4bd93e3ae14e, 0, 0 [0xC004F055]\n30: 75863c7d-946f-4ff2-a07c-5551dedd1e15, 0, 0 [0xC004F055]\n31: 7b76ee02-0a75-4f08-85d5-bd0feadad0c0, 0, 0 [0xC004F055]\n32: 83d49986-add3-41d7-ba33-87c7bfb5c0fb, 0, 0 [0xC004F055]\n33: 84b9b0fc-b69d-42a6-a21d-9e0ce4125f7e, 0, 0 [0xC004F055]\n34: 8fe12eb1-a7ab-4410-83fb-9f6dbcb4a574, 0, 0 [0xC004F055]\n35: 909aa75d-43ee-413c-9030-c62e43287cf8, 0, 0 [0xC004F055]\n36: a6da5617-cb89-4acb-beb5-ccdbb871c922, 0, 0 [0xC004F055]\n37: a9fa3c71-7f63-4ea0-94be-1de2eab0a4d1, 0, 0 [0xC004F055]\n38: b705d67e-527a-4f11-b904-7be441066a22, 0, 0 [0xC004F055]\n39: b8527af1-5389-447c-9a88-2d1691ea33d3, 0, 0 [0xC004F055]\n40: e5fbdd17-c03d-4bed-9567-c60dee82f47e, 0, 0 [0xC004F055]\n41: ed6568de-daeb-4b01-9c4a-5f89018125d8, 0, 0 [0xC004F055]\n42: f520e45e-7413-4a34-a497-d2765967d094, 0, 0 [0xC004F055]\n43: f69e2d51-3bbd-4ddf-8da7-a145e9dca597, 0, 0 [0xC004F055]\n\n"",""Binary"":""""}}"
1336,2307,2024-10-16 18:09:07.6995499,8198,Error,Microsoft-Windows-Security-SPP,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,640,"{""EventData"":{""Data"":""hr=0x80004005, RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8;NotificationInterval=1440;Trigger=UserLogon;SessionId=1"",""Binary"":""""}}"
1337,2308,2024-10-16 18:09:19.3793018,0,Info,edgeupdate,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Service stopped"",""Binary"":""""}}"
1338,2309,2024-10-16 18:09:28.8256997,1,Info,SecurityCenter,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
1339,2310,2024-10-16 18:09:31.5189555,15,Info,SecurityCenter,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows Defender, SECURITY_PRODUCT_STATE_ON"",""Binary"":""""}}"
1340,2311,2024-10-16 18:09:34.4765835,16384,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""2024-10-17T18:08:34Z, RulesEngine"",""Binary"":""""}}"
1341,2312,2024-10-16 18:09:39.8126122,0,Info,edgeupdate,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Service stopped"",""Binary"":""""}}"
1342,2313,2024-10-16 18:09:49.3664780,16394,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
1343,2314,2024-10-16 18:11:03.7838220,16384,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""2024-10-17T18:09:03Z, RulesEngine"",""Binary"":""""}}"
1344,2315,2024-10-16 18:12:25.1026347,15,Info,SecurityCenter,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows Defender, SECURITY_PRODUCT_STATE_ON"",""Binary"":""""}}"
1345,2316,2024-10-16 18:16:17.5864389,16394,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
1346,2317,2024-10-16 18:17:04.2962441,15,Info,SecurityCenter,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows Defender, SECURITY_PRODUCT_STATE_ON"",""Binary"":""""}}"
1347,2318,2024-10-16 18:17:36.5170695,16384,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""2024-10-17T18:08:36Z, RulesEngine"",""Binary"":""""}}"
1348,2319,2024-10-16 18:17:47.2374299,16394,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
1349,2320,2024-10-16 18:18:18.8633472,16384,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""2024-10-17T18:08:18Z, RulesEngine"",""Binary"":""""}}"
1350,2321,2024-10-16 18:18:36.9752418,15,Info,SecurityCenter,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows Defender, SECURITY_PRODUCT_STATE_ON"",""Binary"":""""}}"
1351,2322,2024-10-16 18:18:39.8482301,15,Info,SecurityCenter,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows Defender, SECURITY_PRODUCT_STATE_ON"",""Binary"":""""}}"
1352,2323,2024-10-16 18:20:12.0688093,6000,Info,Microsoft-Windows-Winlogon,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""WSearch"",""Binary"":""D9-06-00-00""}}"
1353,2324,2024-10-16 18:20:12.0718338,6000,Info,Microsoft-Windows-Winlogon,Application,0,0,Server002,18,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""SessionEnv"",""Binary"":""D9-06-00-00""}}"
1354,2325,2024-10-16 18:20:13.7560305,1532,Info,Microsoft-Windows-User Profiles Service,Application,1280,1344,Server002,18,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,Classic,0,"{""EventData"":""""}"
